global_cluster_id,canonical_norm_global,canonical_example_global,total_collapsed_count,n_members,majority_predicate,is_mixed_predicates
114,get <num> off your <num> nd case or a canopy screen protector a <num> off discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item excludes clearance items click to choose another item,*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,2,1,Pressured Selling,0
113,glassguard warranty do not fear breaking your glass add our glassguard warranty policy for just <num> and we ll insure this purchase,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,2,1,Pressured Selling,0
111,how about one of these hot sellers,How about one of these hot sellers?,2,1,Pressured Selling,0
104,no thanks i ll still want to pay full price,"No thanks, I'll still want to pay full price",2,1,Confirmshaming,0
110,let s make sure you have everything else you need,Let's make sure you have everything else you need,2,1,Pressured Selling,0
109,customers also bought,Customers also bought,2,1,Pressured Selling,0
108,your purchase entitles you to the following special,"""Your purchase entitles you to the following special""",2,1,Pressured Selling,0
107,no thanks i d rather not win,"No thanks, I’d rather not win.",2,1,Confirmshaming,0
106,protect your sofa your humblebum sofa in thatch house fabric will look wicked why not add castelan fabric protection to cover your new squish machine against wine spillages messy tv dinners and other disasters for just just <num>,"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",2,1,Pressured Selling,0
105,no thanks i despise coupons,"No thanks, I despise coupons!",2,1,Confirmshaming,0
85,no thanks i hate cool stuff,"No thanks, I hate cool stuff",2,1,Confirmshaming,0
83,no thanks i don t want to save up to <num>,"No thanks, I don't want to save up to 75%",2,1,Confirmshaming,0
120,continue to claim your free gift auto-applies at checkout,Continue to claim your free gift (auto-applies at checkout).,2,1,Pressured Selling,0
82,no thanks i ve got too much cool glock stuff,"No thanks, I've got too much cool Glock stuff!",2,1,Confirmshaming,0
63,no thanks i don t like savings,"No thanks, I don't like savings",2,1,Confirmshaming,0
62,no thanks i don t like fun and games,"No thanks, I don’t like fun and games.",2,1,Confirmshaming,0
61,no thanks,NO THANKS,2,1,Confirmshaming,0
60,no thank you i prefer to pay the full price,"No, thank you. I prefer to pay the full price",2,1,Confirmshaming,0
59,i do not want to protect my item,I do not want to protect my item,2,1,Confirmshaming,0
58,i don t like free gifts no thanks,"I DON'T LIKE FREE GIFTS, NO THANKS",2,1,Confirmshaming,0
57,no i ll rather pay full price,"No, I'll rather pay full price.",2,1,Confirmshaming,0
56,no i don t want great deals,"No, I don't want great deals.",2,1,Confirmshaming,0
55,no i d rather not hear about exclusive offers and discounts,No I'd rather not hear about exclusive offers and discounts.,2,1,Confirmshaming,0
54,no i d rather do it the hard way,"No, I'd rather do it the hard way...",2,1,Confirmshaming,0
53,no thanks i don t like getting free stuff,"No thanks, I don't like getting free stuff.",2,1,Confirmshaming,0
52,nah i ll pay full price,"Nah, I'll pay full price",2,1,Confirmshaming,0
51,nah i like paying full price,"Nah, I like paying full price",2,1,Confirmshaming,0
50,i ll shop without a discount,I'll Shop Without A Discount,2,1,Confirmshaming,0
49,i don t like to save money,I Don't Like to Save Money,2,1,Confirmshaming,0
64,no thanks i will pay full price,"No thanks, I will pay full price.",2,1,Confirmshaming,0
65,no thanks i don t like promotions and exclusive content,"No thanks, I don't like promotions and exclusive content.",2,1,Confirmshaming,0
66,no thank you i prefer to pay for shipping,"No thank you, I prefer to pay for shipping.",2,1,Confirmshaming,0
75,no thanks i don t want discount,"No thanks, I don't want discount",2,1,Confirmshaming,0
81,no thanks i want to pay full price,"No thanks, I want to pay full price",2,1,Confirmshaming,0
80,no thanks i don t want any deals,"No thanks, I don't want any deals",2,1,Confirmshaming,0
79,no thanks i want to pay the full price,"No thanks, I want to pay the full price.",2,1,Confirmshaming,0
193,<num> person are eyeing this item,33 people are eyeing this item!,2,1,Activity Notifications,0
77,no thanks i don t want to build one i d rather kick rocks,"No thanks, I don't want to build one.. I'd rather kick rocks!",2,1,Confirmshaming,0
76,no thanks i don t want official software at the best price,"No Thanks, I don't want official software at the best price.",2,1,Confirmshaming,0
74,no thanks i don t want deals,No thanks. I don’t want deals.,2,1,Confirmshaming,0
67,no thanks i don t want <num> off my order,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",2,1,Confirmshaming,0
73,no thanks i like full price,"No thanks, I like full price",2,1,Confirmshaming,0
72,no thanks i m not interested,"No thanks, I'm not interested",2,1,Confirmshaming,0
71,no thanks i don t mind missing out,"NO THANKS, I DON’T MIND MISSING OUT",2,1,Confirmshaming,0
70,no thank you i prefer to pay full price,"No thank you, I prefer to pay full price",2,1,Confirmshaming,0
69,no thanks i don t like good deals,"No thanks, I don't like good deals.",2,1,Confirmshaming,0
68,no thanks i don t like great deals,"No, thanks. I don't like great deals.",2,1,Confirmshaming,0
119,did you know that shaver heads need replacing every <num> - <num> months get the shaver guard cleaning spray to extend its life for up to another <num> months,Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,2,1,Pressured Selling,0
78,no thanks i don t want to look my best,"No thanks, I don't want to look my best",2,1,Confirmshaming,0
121,customer also shopped for,Customer also shopped for,2,1,Pressured Selling,0
158,no thanks free stuff isn t for me,"No thanks, free stuff isn't for me.",2,1,Confirmshaming,0
174,nice choice did you know you re missing out on these deals with the item in your cart suit shirt tie now <num> - shop suits shirts and ties or get <num> suit packages for <num>,"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",2,1,Pressured Selling,0
173,this offer is only valid if you add to cart now,This offer is only VALID if you add to cart now!,2,1,Pressured Selling,0
172,limited time offer grab a matching pair save up <num>,LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,2,1,Pressured Selling,0
171,limited-time offer bundle a base and get <num> off,Limited-time Offer: Bundle a base and get 20% off,2,1,Pressured Selling,0
170,add and save,Add and save!,2,1,Pressured Selling,0
169,add for better results,ADD FOR BETTER RESULTS,2,1,Pressured Selling,0
168,add on something to make it extra special,Add on something to make it extra special!,2,1,Pressured Selling,0
167,add to your gift and we ll ship it for free,Add to Your Gift and We'll Ship it For Free!,2,1,Pressured Selling,0
166,add world s most comfortable chairs,ADD WORLD'S MOST COMFORTABLE CHAIRS,2,1,Pressured Selling,0
165,two free pillows and <num> off with promo code,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,2,1,Pressured Selling,0
164,the competition <num> <num>,"THE COMPETITION $1,299.99",2,1,Pressured Selling,0
163,no thanks i definitely measured correctly,No thanks I definitely measured correctly,2,1,Confirmshaming,0
162,professional color tool kit addons,Professional Color Tool Kit / Addons,2,1,Pressured Selling,0
161,no thanks i d rather join the pay full price for things club,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",2,1,Confirmshaming,0
160,no thanks i d prefer not to save,"No, thanks. I'd prefer not to save.",2,1,Confirmshaming,0
175,your exclusive access is ready press continue to proceed,Your exclusive access is ready—press 'Continue' to proceed.,2,1,Pressured Selling,0
176,yes upgrade my purchase,Yes! Upgrade my purchase,2,1,Pressured Selling,0
177,would you like to purchase an extended protection plan,Would you like to purchase an Extended Protection Plan?,2,1,Pressured Selling,0
187,abbie in calwell australia purchase shark bite socks about <num> hour ago,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",2,1,Activity Notifications,0
122,necessary protection,Necessary Protection..,2,1,Pressured Selling,0
192,<num> person are looking at this artwork,8 people are looking at this artwork,2,1,Activity Notifications,0
191,<num> person are looking at this item right now,3 people are looking at this item right now,2,1,Activity Notifications,0
190,<num> items sold this hour,994 items sold this hour.,2,1,Activity Notifications,0
189,<num> person view this product per day,19 people viewed this product per day,2,1,Activity Notifications,0
188,william in pago pago united states purchase a,"William in Pago Pago, United States purchased a",2,1,Activity Notifications,0
186,ashley in auburn united states purchase a check plz iphone x xs case about <num> minutes ago,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",2,1,Activity Notifications,0
179,with <num> -year care subscription <num> days history,With 1-year Care Subscription 10 days history,2,1,Pressured Selling,0
185,<num> currently viewing,89 currently viewing,2,1,Activity Notifications,0
184,your extra coupon is ready press continue to proceed,Your extra coupon is ready—press 'Continue' to proceed.,2,1,Trick Questions,0
183,tick here if you do not want to receive promotional offers by post tick here if you do wish to receive promotional offers by email and or sms tick here if you would like to receive offers from selected third parties,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,2,1,Trick Questions,0
182,score you ve qualified for a checkout bonus,Score! You've Qualified for a Checkout Bonus,2,1,Pressured Selling,0
181,want a special deal bundle and save upto <num>,Want a special deal? Bundle and SAVE UPTO30%,2,1,Pressured Selling,0
180,want to add one of these,Want to add one of these?,2,1,Pressured Selling,0
159,no thanks i d like <num> off,"No thanks, I'd like 0% off",2,1,Confirmshaming,0
178,would you like to buy more and save more,Would you like to buy more and save more?,2,1,Pressured Selling,0
157,no thanks i don t like exclusive deals,"No Thanks, I don't like exclusive deals.",2,1,Confirmshaming,0
139,we d like to keep you informed via email about product updates upgrades special offers and pricing if you do not wish to be contacted via email please ensure that the box is not checked,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",2,1,Trick Questions,0
137,uncheck the box if you prefer not to receive email updates,Uncheck the box if you prefer not to receive email updates.,2,1,Trick Questions,0
136,spin to unlock your mystery offer,Spin to unlock your mystery offer,2,1,Trick Questions,0
135,personalize your doll,Personalize your doll,2,1,Trick Questions,0
134,lenscap damage only,Lenscap: Damage Only,2,1,Trick Questions,0
133,continue to claim your bonus points auto-applies at checkout,Continue to claim your bonus points (auto-applies at checkout).,2,1,Pressured Selling,0
132,if you click continue below we will be happy to tell you about discounts money off and new products from very by e-mail and text unless you tell us you do not want to hear about them by ticking here if you would like to receive offers from carefully selected <num> rd parties please tick here,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",2,1,Trick Questions,0
131,i wish to start shopping but i don t want to receive daily email alerts about your amazing discounts on luxury brands,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,2,1,Trick Questions,0
129,i don t like discounts,I don't like discounts,2,1,Trick Questions,0
128,i already have this item do not add this to cart,I already have this item. Do not add this to cart,2,1,Trick Questions,0
127,how about these,How about these?,2,1,Trick Questions,0
126,you choose just one box or a madison reed membership,"You choose: just one box, or a  Madison Reed Membership?",2,1,Trick Questions,0
125,your bonus points is ready press continue to proceed,Your bonus points is ready—press 'Continue' to proceed.,2,1,Trick Questions,0
124,your discount is applied additional handling fee may appear at checkout,Your discount is applied.*  *Additional handling fee may appear at checkout.,2,1,Trick Questions,0
156,yes i want to save money no thanks,"Yes, I Want To Save Money!No Thanks",2,1,Confirmshaming,0
123,your discount is applied additional processing fee may appear at checkout,Your discount is applied.*  *Additional processing fee may appear at checkout.,2,1,Trick Questions,0
138,want free shipping,Want Free Shipping?,2,1,Trick Questions,0
130,i want to pay more later,I WANT TO PAY MORE LATER ;),2,1,Trick Questions,0
140,we d like to send you weekly emails packed full of our lovely products clearance goodies and cool stuff to win you can unsubscribe at any time if you don t want to receive these emails please tick this box we d like to send you the occasional brochure so you can get a regular fix of our lovely product you can unsubscribe at any time if you don t want to receive these brochures please tick this box we d like to introduce you to other brands you might love who will post you the occasional brochure you can opt out of this at any time if you don t want to receive these brochures please tick this box,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",2,1,Trick Questions,0
148,people also buy this with,People also buy this with,2,1,Pressured Selling,0
155,protect your gear,Protect Your Gear,2,1,Pressured Selling,0
154,<num> <num>,$132.90 $99.00,2,1,Pressured Selling,0
153,subscribe save,Subscribe & Save,2,1,Pressured Selling,0
152,our best selling goggle,OUR BEST SELLING GOGGLE,2,1,Pressured Selling,0
150,order without free membership <num>,Order without free membership $69.95,2,1,Pressured Selling,0
149,no usb or y-adapter our usb sound card is highly recommended for pc mac linux windows and works with current gen consoles the y adapter is recommended for console gaming phone or other trrs jacks,"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",2,1,Pressured Selling,0
151,other items on special offer,Other Items On Special Offer:,2,1,Pressured Selling,0
142,login register,LOGIN/REGISTER,2,1,Trick Questions,0
146,subscribe save <num> <num>,Subscribe & Save (15%): $ 16.99,2,1,Pressured Selling,0
145,before you check out can we tempt you,"Before you check out, can we tempt you?",2,1,Pressured Selling,0
144,competitor price <num>,Competitor Price: $172.00,2,1,Pressured Selling,0
143,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,2,1,Pressured Selling,0
141,we d love to send you emails with offers and new products from new balance athletics inc but if you do not wish to receive these updates please tick this box,"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",2,1,Trick Questions,0
147,save <num> aud <num> off,Save $148.98AUD – 49% Off,2,1,Pressured Selling,0
404,sharmeen atif from karachi just bought stylish metal glasses frames for kids-assorted-na <num>,Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,1,1,Activity Notifications,0
397,annie in cheras malaysia just bought an abundance of flowers - van-go paint-by-number kit,"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",1,1,Activity Notifications,0
398,someone in city just added radiance - nebulizing diffuser to their cart,Someone in city just added Radiance - Nebulizing Diffuser® to their cart,1,1,Activity Notifications,0
399,jamie from eloy united states purchase a cbd oil vape additives <num> pack about <num> hours ago,Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,1,1,Activity Notifications,0
402,someone in paris france just purchase a kanpeki knife set,"Someone in Paris, France just purchased a Kanpeki Knife Set",1,1,Activity Notifications,0
400,someone in mount louisa bought a coleman folding table bench set <num> minutes ago,Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,1,1,Activity Notifications,0
401,israël in metz france purchase a more advanced chord substitutions,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",1,1,Activity Notifications,0
403,someone in castle hill bought a philips essential led downlight kit <num> w <num> k few hours ago,Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,1,1,Activity Notifications,0
395,someone in dover united states just bought crew <num> mins ago,"Someone in DOVER, United States just bought Crew 15 mins ago",1,1,Activity Notifications,0
396,someone in louisville kentucky united states purchase gold presidential bracelet with watch buckle <num> hours ago,Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,1,1,Activity Notifications,0
389,<num> person have looked at this part recently,22 people have looked at this part recently,1,1,Activity Notifications,0
394,rose in portland united states purchase green eco-friendly iphone xr case about <num> minutes ago,"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",1,1,Activity Notifications,0
393,<num> person are view this right now,251 people are viewing this right now,1,1,Activity Notifications,0
392,<num> person have this in their bag now,8 people have this in their bag right now.,1,1,Activity Notifications,0
391,debby in harpers ferry united states just bought icing pen decorating tool,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",1,1,Activity Notifications,0
390,sabrina in paraparaumu new zealand purchase a scho-ka-kola schokakola energy chocolate caffeine snack food mre caffeinated,"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",1,1,Activity Notifications,0
386,<num> person view this in the last hour,5338 people viewed this in the last hour,1,1,Activity Notifications,0
388,sayeeganesh in chennai india just bought dhoni the finisher t-shirt an hour ago,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",1,1,Activity Notifications,0
387,selling fast add to bag <num> times in the last <num> hours,Selling fast! Add to bag 7 times in the last 48 hours.,1,1,Activity Notifications,0
406,sierra in cypress california bought beauty in all dress dusty blue about <num> minutes ago,"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",1,1,Activity Notifications,0
405,shopper from saint john nb view lenovo thinkcentre m <num> t <num> m <num> rus desktop computer <num> minutes ago,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",1,1,Activity Notifications,0
422,john in toowoomba city australia purchase a resin tank <num> hours ago,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",1,1,Activity Notifications,0
407,julie in oak brook united states purchase a watercolor brush pens <num> refillable colors with travel case about <num> hours ago,"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",1,1,Activity Notifications,0
418,marc in newton united states purchasedktm stand plate large ktm,"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",1,1,Activity Notifications,0
384,<num> person recent purchase this,146 people recently purchased this.,1,1,Activity Notifications,0
426,<num> person bought this,5338 people bought this,1,1,Activity Notifications,0
425,someone from menlo park california just purchase electric skateboard motor <num> <num> kv,"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",1,1,Activity Notifications,0
424,someone from norway purchase a super fg grater - <num> x faster - <num> off,Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,1,1,Activity Notifications,0
423,someone from osijek croatia just bought tmc cp style single pistol pouch,"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",1,1,Activity Notifications,0
421,<num> view per hour,2 viewed per hour,1,1,Activity Notifications,0
420,<num> person have added this product to bag in the last <num> hours,52 people have added this product to bag in the last 72 hours,1,1,Activity Notifications,0
419,jessica in orange united states purchase a black <num> s sequin maxi flapper dress <num> minutes ago,"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",1,1,Activity Notifications,0
417,ken in oakland united states purchase a dreamville hoodie a month ago,"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",1,1,Activity Notifications,0
408,mitchell h purchase a dimplex ignitexl <num> linear built in electric fireplace,"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",1,1,Activity Notifications,0
416,someone in egypt bought,Someone in Egypt bought,1,1,Activity Notifications,0
415,<num> sold in the last <num> hours,7 sold in the last 48 hours,1,1,Activity Notifications,0
414,<num> person have view recently,"6,743 people have viewed recently",1,1,Activity Notifications,0
413,natalie in graham united states purchase a free bts answer magic pillow about <num> hour ago,"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",1,1,Activity Notifications,0
412,<num> person view this product recent,104 people viewed this product recently!,1,1,Activity Notifications,0
411,<num> person view this product this week,127 People viewed this product this week,1,1,Activity Notifications,0
410,michael in pontiac united states purchase a,"Michael in Pontiac, United States purchased a  ",1,1,Activity Notifications,0
409,<num> person view this product,23 People viewing this product,1,1,Activity Notifications,0
385,<num> person view item in the last <num> hours,88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,1,1,Activity Notifications,0
348,<num> person are view this offer,232 people are viewing this offer!,1,1,Activity Notifications,0
383,<num> of our customers added surefit protection this year,65% of our customers added Surefit protection this year.,1,1,Activity Notifications,0
351,<num> person have view this item in the last <num> days,117 people have viewed this item in the last 7 days.,1,1,Activity Notifications,0
359,limited edition honeycomb necklace bee inspired someone purchase a limited edition honeycomb necklace bee inspired,Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),1,1,Activity Notifications,0
358,leslie in usa just purchase special design exclusive handmade silver ring,Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,1,1,Activity Notifications,0
357,oscar from cajamarca peru purchased,"Oscar from Cajamarca, Peru purchased",1,1,Activity Notifications,0
356,other <num> customers have it in their cart,Other 2 customers have it in their cart.,1,1,Activity Notifications,0
355,our most recent customers are from new rochelle roseville and brooksville,"Our most recent customers are from New Rochelle, Roseville, and Brooksville",1,1,Activity Notifications,0
354,over <num> bought,Over 38 bought,1,1,Activity Notifications,0
353,<num> person have view today,660 people have viewed today,1,1,Activity Notifications,0
352,<num> person have view this product today,8 people have viewed this product today!,1,1,Activity Notifications,0
350,viewed <num> times today,Viewed 744 times today,1,1,Activity Notifications,0
361,<num> person looked at this during the last <num> hours,21 people looked at this during the last 24 hours,1,1,Activity Notifications,0
349,mark in richmond hill united states purchase a fugoo tough <num> minutes ago,"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",1,1,Activity Notifications,0
347,<num> person are currently view this product,9 people are currently viewing this product,1,1,Activity Notifications,0
346,someone in sasebo japan just bought,"Someone in Sasebo, Japan just bought",1,1,Activity Notifications,0
345,alyssa in san antonio united states purchase a itunes japan gift card <num> jpy about <num> minutes ago,"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",1,1,Activity Notifications,0
344,someone in flemington united states purchase anti-aging eyelid tape contains <num> strips just now,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",1,1,Activity Notifications,0
343,someone in faizabad just bought pretty love penis sleeve <num> inch an hour <num> minutes ago,Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,1,1,Activity Notifications,0
342,continue to claim your exclusive access auto-applies at checkout,Continue to claim your exclusive access (auto-applies at checkout).,1,1,Pressured Selling,0
341,continue to claim your extra coupon auto-applies at checkout,Continue to claim your extra coupon (auto-applies at checkout).,1,1,Pressured Selling,0
360,purchased <num> times this week,Purchased 6 times this week.,1,1,Activity Notifications,0
362,someone in tornado united states just bought fresh melon menthol <num> hours ago,"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",1,1,Activity Notifications,0
382,sudha rana from jaipur bought this product <num> mins ago,"Sudha rana from Jaipur bought this product, 23 Mins ago.",1,1,Activity Notifications,0
373,chirag in anoopshahr just got the jays - a-jays one about <num> minutes ago,Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,1,1,Activity Notifications,0
381,favored by <num> person,Favored By: 400 people!,1,1,Activity Notifications,0
380,tambria in hattiesburg just bought peruvian virgin natural wave hair <num> bundles with lace frontal <num> human virgin hair,"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",1,1,Activity Notifications,0
379,theresa from botkins just bought panoply <num> a-line lace formal dress,Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,1,1,Activity Notifications,0
378,fast mover <num> person added this to cart today,Fast Mover: 35 PEOPLE added this to cart today!,1,1,Activity Notifications,0
377,faith in glendale united states purchase a choose your flavors <num> bag sample pack whole bean about <num> hour ago,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",1,1,Activity Notifications,0
376,edwin in woodland park nj just bought,"Edwin in Woodland Park, NJ just bought",1,1,Activity Notifications,0
375,<num> bought in the last <num> hours,4 bought in the last 24 hours.,1,1,Activity Notifications,0
374,trey in columbia united states purchase leather cord capsule,"Trey in Columbia, United States purchased Leather Cord Capsule",1,1,Activity Notifications,0
372,<num> bestseller in rugs this item was view <num> times in the last day,#6 Bestseller in Rugs This item was viewed 92 times in the last day.,1,1,Activity Notifications,0
363,<num> person looking for this product,78 Persons looking for this product,1,1,Activity Notifications,0
371,tuvia eisenberg systematics in tel aviv israel purchase a,"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a",1,1,Activity Notifications,0
370,tyler in norwalk united states purchase a,"Tyler in Norwalk, United States purchased a",1,1,Activity Notifications,0
369,<num> pawrents are buy for their furkids now,105 pawrents are buying for their furkids now!,1,1,Activity Notifications,0
368,ida in tangerang selatan indonesia purchase iseya vg <num> g-series <num> layer damascus japanese chef s santoku knife <num> mm about <num> hour ago,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",1,1,Activity Notifications,0
367,someone in pittsworth bought a ultimate colt anal training kit <num> hours ago,Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,1,1,Activity Notifications,0
366,<num> person are looking at this product,3 people are looking at this product,1,1,Activity Notifications,0
365,carol in st louis missouri bought original usb charging anti-theft backpack,"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",1,1,Activity Notifications,0
364,hot product over <num> person are looking at this item,HOT PRODUCT Over 250 people are looking at this item.,1,1,Activity Notifications,0
427,jennifer just bought rainbow moonstone healing heartabout <num> hours ago,jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,1,1,Activity Notifications,0
