predicate,cluster_id,canonical_norm,canonical_example,collapsed_count,num_variations,Type
Activity Notifications,0,<num> sold in last <num> hours,9 sold in last 4 hours,6,1,Social Proof
Activity Notifications,1,<num> person have purchase this item,"2,221 people have purchased this item",6,1,Social Proof
Activity Notifications,2,<num> person have view this item,161 people have viewed this item,6,1,Social Proof
Activity Notifications,3,<num> person have added this item to cart,17 people have added this item to cart,5,1,Social Proof
Activity Notifications,4,<num> person are view this,9 people are viewing this.,5,1,Social Proof
Activity Notifications,26,<num> users are currently active on our website,339 users are currently active on our website,4,2,Social Proof
Activity Notifications,5,popular choice <num> users selected this today,Popular choice 71 users selected this today,3,1,Social Proof
Activity Notifications,6,<num> bought,3642 BOUGHT,3,1,Social Proof
Activity Notifications,7,<num> recent purchase it,12 recently purchased it.,3,1,Social Proof
Activity Notifications,8,high demand <num> views in <num> hours,High demand 19 views in 6 hours,3,1,Social Proof
Activity Notifications,9,trending now <num> customers are view this item,Trending now 50 customers are viewing this item,3,1,Social Proof
Activity Notifications,10,currently <num> person have this in their carts,Currently 46 people have this in their carts,3,1,Social Proof
Activity Notifications,11,hurry up <num> person other than you have this product in their cart,Hurry up! 6 people other than you have this product in their cart,2,1,Social Proof
Activity Notifications,12,<num> person are looking at this now,52 people are looking at this right now.,2,1,Social Proof
Activity Notifications,13,<num> person are looking right now,2 people are looking right now,2,1,Social Proof
Activity Notifications,14,real time <num> view this online course now,Real time 36 viewing this online course now,2,1,Social Proof
Activity Notifications,15,frequently bought together by <num> plus customers,Frequently bought together by 30 plus customers,2,1,Social Proof
Activity Notifications,16,<num> person have this in their cart,135 people have this in their cart,2,1,Social Proof
Activity Notifications,17,purchased <num> times in the last few days,Purchased 8 times in the last few days.,2,1,Social Proof
Activity Notifications,18,popular badge earned from <num> plus purchases,Popular badge earned from 95 plus purchases,2,1,Social Proof
Activity Notifications,19,grace from orlando united states bought camouflage jumpsuit <num> minutes ago,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",2,1,Social Proof
Activity Notifications,20,<num> person is view this,🔥👁️ 1 person is viewing this.,2,1,Social Proof
Activity Notifications,21,sabrina in paraparaumu new zealand purchase a scho-ka-kola schokakola energy chocolate caffeine snack food mre caffeinated,"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated",2,1,Social Proof
Activity Notifications,22,popular <num> others checked this out in the last few hours,POPULAR 64 others checked this out in the last few hours.,2,1,Social Proof
Activity Notifications,23,<num> customers have this in their basket,7 customers have this in their basket,2,1,Social Proof
Activity Notifications,24,seen on product page <num> clicks today,Seen on product page 79 clicks today,2,1,Social Proof
Activity Notifications,25,michael in pontiac united states purchase a,"Michael in Pontiac, United States purchased a",2,1,Social Proof
Activity Notifications,27,trending now added to basket <num> times today,Trending now! Added to basket 490 times today,2,1,Social Proof
Activity Notifications,28,<num> have it in their cart,85 have it in their cart,2,1,Social Proof
Activity Notifications,29,<num> person seeing this product right now,31 people seeing this product right now,2,1,Social Proof
Activity Notifications,30,join over <num> person who already purchase this,Join over 17 people who already purchased this,2,1,Social Proof
Activity Notifications,31,<num> view this product,5 Viewing This Product,2,1,Social Proof
Activity Notifications,32,tambria in hattiesburg just bought peruvian virgin natural wave hair <num> bundles with lace frontal <num> human virgin hair,"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair",2,1,Social Proof
Activity Notifications,33,<num> plus verified purchase this week,18 plus verified purchases this week,2,1,Social Proof
Activity Notifications,34,seen on checkout <num> clicks today,Seen on checkout 88 clicks today,2,1,Social Proof
Activity Notifications,171,<num> person have looked at this in the last couple of hrs,2 people have looked at this in the last couple of hrs.,2,2,Social Proof
Activity Notifications,35,selected by <num> users in the last <num> hours,Selected by 69 users in the last 6 hours,1,1,Social Proof
Activity Notifications,36,popular item <num> person recent purchase this,Popular item! 🔥 27 people recently purchased this.,1,1,Social Proof
Activity Notifications,37,selected by <num> users in the last this weekend,Selected by 49 users in the last this weekend,1,1,Social Proof
Activity Notifications,38,popular item <num> person are view this and <num> recent purchase it,Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.,1,1,Social Proof
Activity Notifications,39,selling fast add to bag <num> times in the last <num> hours,Selling fast! Add to bag 7 times in the last 48 hours.,1,1,Social Proof
Activity Notifications,40,selected by <num> users in the last <num> minutes,Selected by 73 users in the last 30 minutes,1,1,Social Proof
Activity Notifications,41,sara from philadelphia just saved <num> on her order,Sara from Philadelphia just saved $68 on her order.,1,1,Social Proof
Activity Notifications,42,real time <num> visitor right now,Real time 30 Visitor right now,1,1,Social Proof
Activity Notifications,43,rebecca in buffalo just bought sateen twill swatchabout <num> hour ago,Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,1,1,Social Proof
Activity Notifications,44,recently view <num> others view this in the last few hours,RECENTLY VIEWED 2 others viewed this in the last few hours,1,1,Social Proof
Activity Notifications,45,rick in columbia united states purchase a,"Rick in Columbia, United States purchased a",1,1,Social Proof
Activity Notifications,46,rose in portland united states purchase green eco-friendly iphone xr case about <num> minutes ago,"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",1,1,Social Proof
Activity Notifications,47,sayeeganesh in chennai india just bought dhoni the finisher t-shirt an hour ago,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",1,1,Social Proof
Activity Notifications,48,samuel in minneapolis united states purchase a pod juice jewel mint cool nicotine salt e-liquid <num> <num> ml <num> hours ago,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",1,1,Social Proof
Activity Notifications,49,sandeep in hawthorne california bought sadie ponte pants - black just now,"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",1,1,Social Proof
Activity Notifications,50,purchased <num> times this week,Purchased 6 times this week.,1,1,Social Proof
Activity Notifications,51,seen on pop up <num> clicks today,Seen on pop up 42 clicks today,1,1,Social Proof
Activity Notifications,52,<num> added to bag in the last <num> hrs,43 added to bag in the last 48hrs,1,1,Social Proof
Activity Notifications,53,over <num> views in <num> hrs,Over 200 views in 24 hrs,1,1,Social Proof
Activity Notifications,54,mher from san angelo tx recent made a purchase with crossrope,"Mher from San Angelo, TX Recently made a purchase with Crossrope",1,1,Social Proof
Activity Notifications,55,matthew in charleston south carolina just purchase the puffy lux mattress,"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",1,1,Social Proof
Activity Notifications,56,mark in richmond hill united states purchase a fugoo tough <num> minutes ago,"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",1,1,Social Proof
Activity Notifications,57,marc in newton united states purchasedktm stand plate large ktm,"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",1,1,Social Proof
Activity Notifications,58,limited edition honeycomb necklace bee inspired someone purchase a limited edition honeycomb necklace bee inspired,Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),1,1,Social Proof
Activity Notifications,59,leslie in usa just purchase special design exclusive handmade silver ring,Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,1,1,Social Proof
Activity Notifications,60,michael m from lacey wa just bought a cal king,"Michael M. from Lacey, WA just bought a Cal King",1,1,Social Proof
Activity Notifications,61,leah rich in louisville united states purchase a,"Leah Rich in Louisville, United States purchased a",1,1,Social Proof
Activity Notifications,62,last purchase was <num> minutes ago by someone from dublin,Last purchase was 18 minutes ago by someone from Dublin,1,1,Social Proof
Activity Notifications,63,last purchase at <num> <num> am today,Last purchased at 11:19am today.,1,1,Social Proof
Activity Notifications,64,ken in three bridges united states purchase all zebrawood olive ash,"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",1,1,Social Proof
Activity Notifications,65,ken in oakland united states purchase a dreamville hoodie a month ago,"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",1,1,Social Proof
Activity Notifications,66,keith in champaign illinois bought mini usb audio cassette to mp <num> converterabout <num> minutes ago,"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",1,1,Social Proof
Activity Notifications,67,kamal in lathrop united states purchase a father sons super slim stretch feather print long sleeve - fs <num> <num> hours ago,"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago",1,1,Social Proof
Activity Notifications,68,laurie in urraween queensland bought no brainer usb charging anti-theft backpack,"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",1,1,Social Proof
Activity Notifications,69,mitchell h purchase a dimplex ignitexl <num> linear built in electric fireplace,"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",1,1,Social Proof
Activity Notifications,70,monira in doha qatar purchase a lilyvanity velvet box,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",1,1,Social Proof
Activity Notifications,71,more than <num> users are adding shapewear to their cart is your size left,More than 752 users are adding shapewear to their cart. Is your size left?,1,1,Social Proof
Activity Notifications,72,over <num> person have bought this product,Over 238 people have bought this product,1,1,Social Proof
Activity Notifications,73,over <num> bought,Over 38 bought,1,1,Social Proof
Activity Notifications,74,our most recent customers are from new rochelle roseville and brooksville,"Our most recent customers are from New Rochelle, Roseville, and Brooksville",1,1,Social Proof
Activity Notifications,75,other person want this <num> person have this in their cart now,Other people want this. 10 people have this in their cart right now.,1,1,Social Proof
Activity Notifications,76,other <num> customers have it in their cart,Other 2 customers have it in their cart.,1,1,Social Proof
Activity Notifications,77,one customer bought this article in the last <num> min,One customer bought this article in the last 53 min.,1,1,Social Proof
Activity Notifications,78,oliver in rotterdam netherlands purchase a england away soccer shorts <num> about <num> hours ago,"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",1,1,Social Proof
Activity Notifications,79,oh so popular <num> bought in the last <num> days,OH SO POPULAR! 21 bought in the last 7 days.,1,1,Social Proof
Activity Notifications,80,natalie in graham united states purchase a free bts answer magic pillow about <num> hour ago,"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",1,1,Social Proof
Activity Notifications,81,nancy in pennsylvania purchase <num> italian sterling silver milano twist adjustable chain,"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",1,1,Social Proof
Activity Notifications,82,mounif in pittsburgh united states purchased,"Mounif in Pittsburgh, United States purchased",1,1,Social Proof
Activity Notifications,83,most picked in the last next monday,Most picked in the last next Monday,1,1,Social Proof
Activity Notifications,84,most picked in the last <num> minutes,Most picked in the last 45 minutes,1,1,Social Proof
Activity Notifications,85,most picked in the last <num> hours,Most picked in the last 3 hours,1,1,Social Proof
Activity Notifications,86,most added to cart this this week,Most added to cart this this week,1,1,Social Proof
Activity Notifications,87,people like you are buy this do not miss out,People like you are buying this do not miss out,1,1,Social Proof
Activity Notifications,88,oscar from cajamarca peru purchased,"Oscar from Cajamarca, Peru purchased",1,1,Social Proof
Activity Notifications,89,someone from cape town western cape south africa just started buy packable travel duffel bag <num> minutes ago,"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",1,1,Social Proof
Activity Notifications,90,shopper from saint john nb view lenovo thinkcentre m <num> t <num> m <num> rus desktop computer <num> minutes ago,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",1,1,Social Proof
Activity Notifications,91,someone purchase a forward revive women s red white hustle t-shirt <num> minutes ago,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,1,1,Social Proof
Activity Notifications,92,someone in yanchep bought a <num> mm mechanical performance boost gauge - blue white <num> seconds ago,Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,1,1,Social Proof
Activity Notifications,93,someone in vancouver washington purchase a orthofeet men s orthotic insoles about <num> minutes,"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",1,1,Social Proof
Activity Notifications,94,someone in united states just purchase a,Someone in United States just purchased a,1,1,Social Proof
Activity Notifications,95,someone in tornado united states just bought fresh melon menthol <num> hours ago,"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",1,1,Social Proof
Activity Notifications,96,someone in spain purchased,Someone in Spain purchased,1,1,Social Proof
Activity Notifications,97,son in suisun city united states purchase commander lex,"Son in Suisun City, United States purchased Commander Lex",1,1,Social Proof
Activity Notifications,98,someone in shelby twp united states just bought galaxy note <num> <num> mah zeroshock battery case <num> days ago,"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",1,1,Social Proof
Activity Notifications,99,someone in san diego united states just bought gemfield watch <num> days ago,"Someone in San diego, United States just bought Gemfield Watch 15 days ago",1,1,Social Proof
Activity Notifications,100,someone in saint kilda victoria purchase frank queen size bed base,"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",1,1,Social Proof
Activity Notifications,101,someone in red cliffs bought a rhk yamaha yz yzf wrf <num> - <num> blue pursuit footpegs <num> minutes ago,Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,1,1,Social Proof
Activity Notifications,102,someone in pittsworth bought a ultimate colt anal training kit <num> hours ago,Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,1,1,Social Proof
Activity Notifications,103,someone in petaling jaya malaysia just bought sneakerguard midsole paint marker - boost white,"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",1,1,Social Proof
Activity Notifications,104,someone in paris france just purchase a kanpeki knife set,"Someone in Paris, France just purchased a Kanpeki Knife Set",1,1,Social Proof
Activity Notifications,105,someone in sasebo japan just bought,"Someone in Sasebo, Japan just bought",1,1,Social Proof
Activity Notifications,106,someone in new lynn bought a kogan a <num> earphones with inline control for ios android <num> hour ago,Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,1,1,Social Proof
Activity Notifications,107,stacey in saint marys united states purchase extra long <num> ft fiber cloth sync charge usb android cable - assorted colors about <num> minutes ago,"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",1,1,Social Proof
Activity Notifications,108,synne kristine in halden bought classic bokksu subscription billed every <num> month ships every <num> months about <num> minutes ago,"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",1,1,Social Proof
Activity Notifications,109,your neighbors in korea just ordered this,Your neighbors in Korea just ordered this,1,1,Social Proof
Activity Notifications,110,william in pago pago united states purchase a,"William in Pago Pago, United States purchased a",1,1,Social Proof
Activity Notifications,111,viewed <num> times today,Viewed 744 times today,1,1,Social Proof
Activity Notifications,112,viewed <num> times in the last <num> days,Viewed 1040 times in the last 7 days,1,1,Social Proof
Activity Notifications,113,tyler in norwalk united states purchase a,"Tyler in Norwalk, United States purchased a",1,1,Social Proof
Activity Notifications,114,tuvia eisenberg systematics in tel aviv israel purchase a,"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a",1,1,Social Proof
Activity Notifications,115,sudha rana from jaipur bought this product <num> mins ago,"Sudha rana from Jaipur bought this product, 23 Mins ago.",1,1,Social Proof
Activity Notifications,116,tristan in markham canada purchase a dragon baseball jersey,"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",1,1,Social Proof
Activity Notifications,117,trey in columbia united states purchase leather cord capsule,"Trey in Columbia, United States purchased Leather Cord Capsule",1,1,Social Proof
Activity Notifications,118,trending style sold <num> times today,Trending Style! Sold 4 times today,1,1,Social Proof
Activity Notifications,119,this product was view <num> seconds ago by someone from princeton,This product was viewed 26 seconds ago by someone from Princeton,1,1,Social Proof
Activity Notifications,120,this product has been view <num> times in the last <num> hours,THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,1,1,Social Proof
Activity Notifications,121,this is in <num> other carts,This is in 5 other carts.,1,1,Social Proof
Activity Notifications,122,theresa from botkins just bought panoply <num> a-line lace formal dress,Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,1,1,Social Proof
Activity Notifications,123,trey in sparta united states purchase stealth angel ultra lightweight portable sleeping bag about <num> minutes ago,"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",1,1,Social Proof
Activity Notifications,124,sharmeen atif from karachi just bought stylish metal glasses frames for kids-assorted-na <num>,Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,1,1,Social Proof
Activity Notifications,125,someone in mount louisa bought a coleman folding table bench set <num> minutes ago,Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,1,1,Social Proof
Activity Notifications,126,someone in louisville kentucky united states purchase gold presidential bracelet with watch buckle <num> hours ago,Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,1,1,Social Proof
Activity Notifications,127,someone in ampang malaysia just bought,"Someone in Ampang, Malaysia just bought",1,1,Social Proof
Activity Notifications,128,someone in alexandria united states just bought ttdeye queen green colored contact lenses,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",1,1,Social Proof
Activity Notifications,129,someone from south gate california just purchase the admiral jr spektrum servo connector plug set male and female - <num> pairs,"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",1,1,Social Proof
Activity Notifications,130,someone from rochedale queensland australia started buy this,"Someone from Rochedale, Queensland, Australia started buying this!",1,1,Social Proof
Activity Notifications,131,someone from purchase a holees original ladies ii - navy about <num> hours ago,Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,1,1,Social Proof
Activity Notifications,132,someone from portland united states us purchase modalert recent,"Someone from Portland, United States (US) purchased MODALERT recently.",1,1,Social Proof
Activity Notifications,133,someone in arden hills united states purchase <num> ml young napoleon best strawberry shortcake ejuice vaporham lincoln eliquid about <num> minutes ago,"Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago",1,1,Social Proof
Activity Notifications,134,someone from osijek croatia just bought tmc cp style single pistol pouch,"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",1,1,Social Proof
Activity Notifications,135,someone from menlo park california just purchase electric skateboard motor <num> <num> kv,"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",1,1,Social Proof
Activity Notifications,136,someone from huntingtown maryland united states purchase topcoat f <num> polish sealer - web special kits just now,"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",1,1,Social Proof
Activity Notifications,137,someone from airdrie <num> others bought this item recent,Someone from Airdrie & 10820 others bought this item recently.,1,1,Social Proof
Activity Notifications,138,someone bought hype blue large splat kids leggings,Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,1,1,Social Proof
Activity Notifications,139,someone added <num> pc <num> ocean natural stone beads beaded bracelet men boho handmade to their cart right now,Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,1,1,Social Proof
Activity Notifications,140,sierra in cypress california bought beauty in all dress dusty blue about <num> minutes ago,"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",1,1,Social Proof
Activity Notifications,141,someone from norway purchase a super fg grater - <num> x faster - <num> off,Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,1,1,Social Proof
Activity Notifications,142,someone in madrid spain just bought,"Someone in Madrid, Spain just bought",1,1,Social Proof
Activity Notifications,143,someone in bacchus marsh bought a noosa basics deodorant stick - sensitive <num> g <num> seconds ago,Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,1,1,Social Proof
Activity Notifications,144,someone in byron bay nsw just bought,"Someone in Byron Bay, NSW just bought",1,1,Social Proof
Activity Notifications,145,someone in kilwinning united kingdom just bought cuban link chain bracelet,"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",1,1,Social Proof
Activity Notifications,146,someone in keilor east bought a piranta-edge skinning knife - blaze - havalon knives <num> minutes ago,Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,1,1,Social Proof
Activity Notifications,147,someone in joliet illinois purchase a yocan evolve plus xl vaporizer,"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",1,1,Social Proof
Activity Notifications,148,someone in flemington united states purchase anti-aging eyelid tape contains <num> strips just now,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",1,1,Social Proof
Activity Notifications,149,someone in faizabad just bought pretty love penis sleeve <num> inch an hour <num> minutes ago,Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,1,1,Social Proof
Activity Notifications,150,someone in egypt bought,Someone in Egypt bought,1,1,Social Proof
Activity Notifications,151,someone in boling iago texas united states purchase seek discomfort sketch white iphone case <num> hours ago,Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,1,1,Social Proof
Activity Notifications,152,someone in dover united states just bought crew <num> mins ago,"Someone in DOVER, United States just bought Crew 15 mins ago",1,1,Social Proof
Activity Notifications,153,someone in city just added radiance - nebulizing diffuser to their cart,Someone in city just added Radiance - Nebulizing Diffuser® to their cart,1,1,Social Proof
Activity Notifications,154,someone in chambersburg pennsylvania purchased,"Someone in Chambersburg, Pennsylvania purchased",1,1,Social Proof
Activity Notifications,155,someone in cedarhurst united states purchase a sproet and sprout shell violet stripe bloomers,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",1,1,Social Proof
Activity Notifications,156,someone in castle hill bought a philips essential led downlight kit <num> w <num> k few hours ago,Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,1,1,Social Proof
Activity Notifications,157,someone in cashmere bought a rcm cosworth timing belt kit <num> - <num> my ej <num> <num> <num> hour ago,"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",1,1,Social Proof
Activity Notifications,158,someone in canberra purchase nadv <num> austracantha about <num> minutes ago,Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,1,1,Social Proof
Activity Notifications,159,someone in culgoa australia purchase savelli epic mens comfortable leather lace up boots made in brazil,"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",1,1,Social Proof
Activity Notifications,160,julie in oak brook united states purchase a watercolor brush pens <num> refillable colors with travel case about <num> hours ago,"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",1,1,Social Proof
Activity Notifications,161,jennifer just bought rainbow moonstone healing heartabout <num> hours ago,jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,1,1,Social Proof
Activity Notifications,162,join <num> plus subscribers enjoying extra storage,Join 87 plus subscribers enjoying extra storage,1,1,Social Proof
Activity Notifications,163,<num> person currently interested,24 people currently interested,1,1,Social Proof
Activity Notifications,164,<num> person have added this item to their cart today,2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,1,1,Social Proof
Activity Notifications,165,<num> person have added this product to bag in the last <num> hours,52 people have added this product to bag in the last 72 hours,1,1,Social Proof
Activity Notifications,166,<num> person have added this to their cart,13 people have added this to their cart,1,1,Social Proof
Activity Notifications,167,<num> person have added to cart recently,"1,142 people have added to cart recently",1,1,Social Proof
Activity Notifications,168,<num> person have already bought that product today with <num> discount,61 people have already bought that product today with 50% discount,1,1,Social Proof
Activity Notifications,169,<num> person have bought this product today,93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,1,1,Social Proof
Activity Notifications,170,<num> person have it in their cart,7 people have it in their cart,1,1,Social Proof
Activity Notifications,172,<num> person have looked at this in the last few hrs,6 people have looked at this in the last few hrs.,1,1,Social Proof
Activity Notifications,173,<num> person have looked at this item in the last few hours,62 people have looked at this item in the last few hours.,1,1,Social Proof
Activity Notifications,174,<num> person have looked at this part recently,22 people have looked at this part recently,1,1,Social Proof
Activity Notifications,175,<num> person have looked at this today,57 PEOPLE HAVE LOOKED AT THIS TODAY,1,1,Social Proof
Activity Notifications,176,<num> person bought this item last week,3 people bought this item last week.,1,1,Social Proof
Activity Notifications,177,<num> person have purchase this wine today,24 people have purchased this wine today,1,1,Social Proof
Activity Notifications,178,<num> person have view in the last <num> hrs,113 people have viewed in the last 24hrs,1,1,Social Proof
Activity Notifications,179,<num> person have view recently,"6,743 people have viewed recently",1,1,Social Proof
Activity Notifications,180,<num> person have view this item in the last <num> days,117 people have viewed this item in the last 7 days.,1,1,Social Proof
Activity Notifications,181,<num> person have view this product recent,228 People Have Viewed This Product Recently!,1,1,Social Proof
Activity Notifications,182,<num> person have view this product today,8 people have viewed this product today!,1,1,Social Proof
Activity Notifications,183,<num> person have view this wine today,17 people have viewed this wine today,1,1,Social Proof
Activity Notifications,184,<num> person have view today,660 people have viewed today,1,1,Social Proof
Activity Notifications,185,<num> person is looking at this item,1 person is looking at this item.,1,1,Social Proof
Activity Notifications,186,<num> person just view this product,2+ people just viewed this product,1,1,Social Proof
Activity Notifications,187,<num> person like this,77 PEOPLE LIKE THIS,1,1,Social Proof
Activity Notifications,188,<num> person looked at this during the last <num> hours,21 people looked at this during the last 24 hours,1,1,Social Proof
Activity Notifications,189,<num> person looked at this product in the last <num> hours,7 people looked at this product in the last 24 hours.,1,1,Social Proof
Activity Notifications,190,<num> person looking for this product,78 Persons looking for this product,1,1,Social Proof
Activity Notifications,191,<num> person recent purchase this,146 people recently purchased this.,1,1,Social Proof
Activity Notifications,192,<num> person have this in their bag now,8 people have this in their bag right now.,1,1,Social Proof
Activity Notifications,193,<num> person bought this,5338 people bought this,1,1,Social Proof
Activity Notifications,194,<num> person bought jotter to do refill in the last few hours,1 people bought Jotter To Do Refill in the last few hours,1,1,Social Proof
Activity Notifications,195,<num> person are view this right now,251 people are viewing this right now,1,1,Social Proof
Activity Notifications,196,<num> added to bag in the past <num> hours,45 ADDED TO BAG IN THE PAST 24 HOURS,1,1,Social Proof
Activity Notifications,197,<num> bestseller in rugs this item was view <num> times in the last day,#6 Bestseller in Rugs This item was viewed 92 times in the last day.,1,1,Social Proof
Activity Notifications,198,<num> bought already,227 Bought Already,1,1,Social Proof
